ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 25386 1 25388 1 25901 11 26417 16 26935 18 27452 21 27970 13 27992 1 28488 14 29006 15 29524 16 30043 16 30561 17 31079 18 31598 18 32116 19 32635 19 33153 20 33672 20 34191 20 34710 20 35229 20 35748 20 36267 20 36786 20 37305 21 37824 21 38344 22 38864 21 39385 15 39905 12 40429 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 98987 8 99505 10 100023 12 100541 14 101060 15 101578 16 102097 16 102615 18 103134 18 103653 18 104172 18 104690 19 105209 19 105728 19 106247 19 106766 18 107285 18 107803 18 108322 18 108841 17 109360 17 109878 17 110397 17 110916 17 111435 17 111954 16 112473 16 112992 15 113511 15 114030 14 114549 14 115068 13 115588 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 24000 8 24518 10 25036 12 25555 13 26073 14 26592 15 27110 17 27629 17 28148 18 28667 19 29186 20 29705 20 30224 21 30743 21 31262 22 31782 21 32301 21 32821 21 33340 21 33860 20 34380 19 34899 19 35419 18 35939 17 36459 16 36980 14 37500 12 38021 9 38542 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 81146 7 81663 11 82181 14 82699 16 83217 17 83736 18 84254 19 84773 20 85292 20 85811 20 86330 21 86849 21 87368 21 87888 20 88407 20 88926 20 89446 19 89965 19 90484 18 91003 18 91521 18 92040 18 92558 18 93077 17 93596 6 93604 9 94115 3 94126 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 34477 3 34993 9 35511 11 36028 14 36546 16 37065 17 37583 19 38101 20 38620 21 39138 22 39657 23 40175 24 40693 25 41212 25 41730 26 42249 26 42768 26 43287 26 43806 25 44325 25 44844 24 45363 23 45882 22 46402 20 46922 18 47442 15 47964 10 48486 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 129023 9 129542 11 130060 14 130578 17 131097 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 84 10 603 10 1122 10 1642 9 2161 8 2681 7 3201 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 126253 2 126768 10 127285 14 127804 15 128323 16 128841 17 129360 17 129878 18 130397 18 130919 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 80399 5 80916 11 81432 18 81950 21 82468 23 82986 26 83504 27 84023 28 84542 29 85061 30 85580 31 86099 32 86618 33 87137 34 87656 34 88175 34 88695 33 89215 32 89735 31 90255 30 90775 29 91295 28 91815 27 92334 5 92345 16 92854 1 92867 12 93388 9 93908 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 27983 9 28001 8 28502 11 28517 12 29021 28 29540 29 30059 30 30578 30 31097 31 31616 31 32135 31 32654 31 33173 32 33692 32 34211 32 34730 32 35249 31 35768 31 36287 31 36806 31 37326 30 37845 30 38366 27 38885 27 39405 25 39925 23 40445 21 40965 19 41486 16 42006 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 1205 15 1724 16 2243 18 2762 18 3281 19 3800 20 4320 20 4840 20 5360 19 5879 20 6399 19 6918 19 7437 19 7957 18 8476 18 8995 18 9515 17 10034 17 10554 16 11074 14 11594 13 12115 10 12636 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 53433 5 53951 7 54470 8 54989 8 55508 8 56027 9 56546 9 57066 8 57585 8 58104 8 58623 8 59142 9 59661 9 60180 9 60699 10 61218 10 61738 9 62257 9 62776 8 63297 6 63817 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 49845 2 50361 7 50879 10 51397 12 51916 13 52435 13 52954 13 53473 13 53992 14 54512 13 55032 12 55551 13 56071 12 56592 10 57112 10 57632 9 58152 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 90325 1 90844 1 91363 1 91882 1 92402 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 92339 6 92855 12 93372 16 93888 20 94405 23 94922 25 95438 29 95956 30 96474 31 96993 32 97512 32 98031 32 98550 31 99069 31 99588 30 100107 29 100626 28 101145 27 101665 25 102186 21 102709 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 127077 10 127592 20 128110 24 128627 29 129145 33 129664 34 130183 34 130706 29
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 87218 2 87221 2 87732 27 88251 27 88769 29 89287 30 89807 31 89839 4 90326 36 90845 35 91364 35 91883 34 92403 32 92922 31 93442 29 93961 29 94480 29 94999 28 95518 28 96037 27 96556 26 97076 25 97595 25 98114 24 98634 23 99153 23 99673 21 100192 21 100711 21 101231 20 101750 20 102270 19 102790 16 103310 16 103831 12 104356 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 75308 6 75826 9 76345 10 76863 12 77382 13 77900 15 78419 15 78938 16 79457 16 79977 15 80496 15 81015 15 81534 16 82053 16 82571 17 83090 17 83609 17 84127 18 84646 18 85165 18 85683 19 86202 19 86721 19 87240 18 87759 18 88278 17 88798 15 89317 11 89838 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 108844 12 109353 17 109864 19 110375 22 110886 24 111397 27 111909 27 112421 28 112932 30 113444 31 113955 32 114467 32 114979 33 115491 33 116003 33 116515 33 117027 34 117538 35 118050 35 118563 34 119075 34 119587 34 120099 34 120611 33 121123 33 121636 32 122148 32 122661 31 123173 31 123686 30 124199 29 124711 29 125224 28 125736 28 126250 25 126763 23 127277 21 127791 18 128307 12 128819 12 129331 11
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 146869 8 147377 17 147887 22 148398 24 148908 29 149419 32 149931 33 150443 34 150954 36 151466 36 151978 37 152490 37 153002 37 153514 37 154026 38 154537 39 155049 40 155562 39 156073 40 156585 40 157098 39 157609 40 158122 39 158634 39 159146 39 159659 38 160171 38 160684 37 161196 36 161709 35 162221 34 162734 32 163247 31 163761 28 164275 23 164790 17 165308 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 256358 13 256867 19 257379 20 257890 22 258401 24 258913 25 259425 26 259937 27 260449 28 260961 30 261473 30 261985 30 262496 33 263008 33 263520 33 264032 33 264544 33 265056 33 265568 33 266080 33 266592 33 267104 33 267616 32 268128 32 268640 32 269152 32 269664 32 270177 31 270689 30 271201 30 271714 29 272227 28 272740 27 273254 25 273767 23 274281 20 274793 20 275309 14 275824 2 275827 6
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 194284 18 194793 22 195304 24 195816 25 196328 26 196839 28 197350 30 197862 30 198373 32 198885 32 199397 32 199908 34 200420 34 200932 34 201444 34 201956 34 202468 34 202980 34 203492 34 204004 34 204517 33 205029 33 205556 18 206068 18 206580 18 207092 18 207604 18 208116 17 208628 17 209140 17 209652 16 210164 16 210676 15 211188 12 211700 13 212211 9 212723 4
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 15641 17 16151 22 16662 25 17174 26 17686 29 18197 30 18709 31 19221 33 19733 34 20245 34 20757 34 21269 36 21781 37 22293 38 22806 34 23318 33 23830 33 24342 32 24855 31 25368 30 25882 28 26394 28 26907 28 27420 32 27933 30 28446 28 28959 25 29472 23 29986 19 30499 16 31016 7 31531 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 142382 20 142892 22 143403 24 143915 25 144426 27 144938 27 145449 29 145961 29 146472 31 146984 31 147495 32 148007 33 148518 34 149030 34 149541 35 150053 34 150565 34 151077 34 151589 34 152101 34 152613 34 153125 34 153638 33 154149 33 154662 32 155175 31 155687 31 156199 31 156712 29 157224 29 157737 27 158250 25 158762 24 159275 23 159787 23 160302 15 160817 9 161333 2
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 240414 2 240418 1 240919 20 241429 26 241938 32 242450 33 242961 35 243473 35 243985 35 244497 36 245009 37 245520 39 246033 39 246545 39 247056 40 247568 41 248080 42 248592 43 249104 42 249616 43 250128 43 250640 42 251152 42 251664 42 252176 41 252688 41 253201 40 253713 39 254226 38 254738 38 255251 37 255764 35 256277 34 256790 33 257303 31 257817 28 258330 26 258844 23 259362 12 259375 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 199081 2 199086 1 199589 11 199602 1 200099 19 200610 23 201121 26 201632 30 202143 32 202656 34 203167 36 203679 37 204191 33 204703 31 205215 31 205726 32 206239 31 206751 31 207263 31 207775 31 208287 31 208799 31 209310 32 209823 31 210336 30 210847 31 211359 31 211874 28 212386 28 212898 28 213411 27 213923 27 214436 26 214948 26 215461 25 215974 24 216487 23 216999 23 217512 22 218026 20 218539 19 219053 17 219566 16 220079 15 220592 14 221107 12 221620 11 222136 7 222655 2
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 180676 11 181184 1 181186 14 181695 18 182206 20 182717 22 183229 23 183740 24 184251 26 184763 27 185274 29 185786 30 186297 32 186809 33 187320 35 187832 35 188343 37 188855 37 189366 38 189878 38 190389 40 190902 39 191414 39 191927 38 192439 38 192951 38 193464 36 193978 34 194491 33 195005 31 195519 29 196034 25 196547 23 197065 14 197582 8
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 4321 10 4832 14 5342 16 5854 18 6365 20 6876 22 7388 24 7900 24 8411 27 8923 28 9435 29 9947 29 10459 30 10970 32 11482 33 11994 33 12506 34 13018 34 13529 35 14041 36 14553 36 15065 36 15577 36 16089 36 16600 37 17112 37 17624 37 18136 36 18649 35 19161 35 19674 33 20186 33 20699 32 21212 29 21726 26 22239 23 22765 4
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 93076 8 93586 11 94095 16 94606 18 95117 20 95628 23 96140 24 96651 27 97162 29 97674 29 98186 30 98698 30 99209 32 99722 31 100233 33 100746 32 101258 32 101770 32 102282 32 102794 32 103306 32 103818 33 104331 31 104843 31 105355 31 105867 31 106379 31 106891 31 107403 31 107915 31 108428 30 108940 30 109452 30 109964 29 110477 28 110990 27 111502 26 112015 24 112528 22 113042 18 113558 9
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 207561 4 208073 5 208580 11 209091 13 209602 15 210113 16 210624 17 211136 17 211647 18 212159 18 212671 18 213183 18 213694 19 214206 19 214717 20 215229 20 215741 19 216253 19 216765 18 217277 18 217789 17 218301 17 218814 15 219327 13 219839 12 220352 9 220866 4
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 92417 2 92923 17 92942 1 93432 17 93942 17 94452 19 94962 20 95473 21 95984 22 96496 22 97007 23 97519 24 98031 24 98542 25 99053 27 99565 27 100076 28 100587 29 101097 30 101609 30 102121 29 102632 30 103144 30 103656 30 104168 30 104679 32 105191 32 105703 32 106215 34 106261 2 106726 37 106771 3 107238 45 107750 45 108262 44 108774 43 109286 43 109799 41 110312 39 110824 39 111336 38 111848 37 112361 35 112873 35 113386 33 113900 29 114412 29 114925 28 115437 25 115951 21 116465 17 116982 2
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 182987 9 183498 12 184010 14 184520 17 185030 19 185539 23 186050 25 186561 26 187072 27 187583 29 188094 30 188606 30 189117 31 189629 31 190140 32 190652 32 191164 32 191676 33 192188 33 192700 33 193213 33 193725 34 194238 32 194750 32 195263 31 195776 29 196291 23 196812 1 196815 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 194574 7 195086 7 195094 1 195596 16 196107 19 196618 21 197125 28 197636 30 198148 30 198659 32 199171 32 199683 32 200195 33 200707 33 201219 33 201731 33 202243 33 202755 33 203267 34 203779 34 204291 34 204803 34 205315 34 205827 34 206339 34 206851 33 207363 33 207875 33 208387 33 208899 32 209411 32 209923 31 210435 31 210947 30 211459 29 211972 27 212484 26 212996 24 213511 1 213513 17 214028 1 214030 1
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c, 188922 6 189433 7 189944 9 190456 9 190967 10 191479 10 191991 10 192503 10 193015 10 193526 11 194038 11 194551 10 195063 10 195575 10 196087 10 196599 10 197112 9 197624 9 198137 8 198650 7 199162 7 199675 6 200188 5 200701 3
